ElevationAttribute,ElevationUnit,VolumeAttribute,VolumeUnit,VolumeDateTimeStamp,ElevationValue,VolumeValue
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-08","4656.82","8073"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-09","4656.28","7873"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-10","4655.75","7675"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-11","4655.42","7553"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-12","4655.01","7403"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-13","4654.61","7257"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-14","4654.24","7124"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-15","4653.76","6952"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-16","4653.36","6810"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-17","4653.05","6700"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-18","4652.71","6581"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-19","4652.41","6476"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-20","4652","6334"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-21","4651.65","6213"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-22","4651.26","6079"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-23","4650.93","5966"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-24","4650.51","5824"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-25","4650.36","5773"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-26","4650.49","5816"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-27","4650.06","5672"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-28","4649.64","5532"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-29","4649.2","5384"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-30","4648.7","5220"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-31","4648.08","5015"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-01","4647.6","4859"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-02","4647.15","4715"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-03","4646.67","4561"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-04","4646.19","4406"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-05","4645.69","4248"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-06","4645.17","4086"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-07","4644.68","3933"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-08","4644.31","3817"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-09","4644","3724"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-10","4643.7","3631"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-11","4643.39","3538"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-12","4643.09","3446"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-13","4642.79","3354"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-14","4642.48","3262"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-15","4642.18","3171"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-16","4641.88","3081"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-17","4641.57","2991"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-18","4641.27","2902"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-19","4640.96","2814"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-20","4640.66","2726"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-21","4640.36","2639"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-22","4640.05","2553"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-23","4639.75","2467"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-24","4639.78","2476"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-25","4639.86","2499"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-26","4639.96","2527"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-27","4640.04","2550"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-28","4640.13","2575"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-29","4640.21","2598"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-30","4640.28","2618"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-31","4640.36","2641"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-01","4640.44","2663"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-02","4640.62","2715"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-03","4640.72","2744"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-04","4640.81","2770"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-05","4640.89","2793"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-06","4640.96","2813"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-07","4641.05","2839"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-08","4641.14","2865"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-09","4641.24","2895"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-10","4641.33","2921"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-11","4641.45","2956"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-12","4641.66","3018"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-13","4641.91","3091"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-14","4642.11","3151"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-15","4642.29","3205"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-16","4642.47","3258"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-17","4642.61","3300"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-18","4642.79","3355"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-19","4642.94","3400"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-20","4643.12","3455"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-21","4643.3","3509"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-22","4643.5","3570"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-23","4643.69","3628"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-24","4643.89","3689"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-25","4644.12","3760"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-26","4644.33","3825"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-27","4644.54","3890"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-28","4644.75","3955"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-29","4644.94","4014"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-30","4645.11","4067"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-01","4645.29","4123"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-02","4645.48","4183"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-03","4645.68","4246"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-04","4645.88","4309"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-05","4646.08","4373"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-06","4646.26","4430"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-07","4646.45","4490"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-08","4646.63","4548"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-09","4646.81","4605"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-10","4647.03","4676"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-11","4647.25","4747"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-12","4647.47","4818"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-13","4647.72","4899"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-14","4647.97","4980"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-15","4648.2","5055"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-16","4648.42","5127"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-17","4648.64","5199"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-18","4648.86","5272"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-19","4649.08","5345"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-20","4649.3","5418"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-21","4649.52","5491"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-22","4649.73","5561"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-23","4649.95","5635"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-24","4650.16","5706"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-25","4650.37","5776"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-26","4650.58","5847"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-27","4650.79","5919"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-28","4651","5990"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-29","4651.25","6076"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-30","4651.47","6151"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-31","4651.68","6223"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-01","4651.9","6299"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-02","4652.12","6375"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-03","4652.36","6459"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-04","4652.58","6535"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-05","4652.78","6605"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-06","4653","6683"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-07","4653.21","6757"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-08","4653.42","6831"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-09","4653.62","6902"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-10","4653.82","6973"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-11","4654.03","7048"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-12","4654.23","7120"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-13","4654.42","7189"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-14","4654.61","7257"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-15","4654.88","7355"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-16","4655.1","7436"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-17","4655.33","7520"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-18","4655.53","7593"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-19","4655.74","7671"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-20","4655.98","7760"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-21","4656.23","7853"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-22","4656.39","7912"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-23","4656.58","7984"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-24","4656.78","8059"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-25","4656.96","8127"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-26","4657.1","8180"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-27","4657.2","8217"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-28","4657.31","8259"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-29","4657.41","8297"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-30","4657.51","8335"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-01","4657.62","8377"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-02","4657.7","8408"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-03","4657.82","8454"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-04","4657.89","8480"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-05","4657.95","8504"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-06","4658.02","8530"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-07","4658.17","8588"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-08","4658.35","8658"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-09","4658.46","8700"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-10","4658.55","8735"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-11","4658.64","8770"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-12","4658.74","8809"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-13","4658.83","8844"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-14","4658.94","8887"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-15","4659.04","8926"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-16","4659.13","8961"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-17","4659.23","9000"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-18","4659.31","9032"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-19","4659.46","9091"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-20","4659.53","9118"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-21","4659.6","9146"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-22","4659.65","9166"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-23","4659.72","9193"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-24","4659.79","9221"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-25","4659.83","9237"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-26","4659.87","9253"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-27","4659.93","9276"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-28","4659.96","9288"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-29","4659.99","9300"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-30","4660.02","9312"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-31","4660.07","9332"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-01","4660.1","9344"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-02","4660.12","9352"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-03","4660.15","9364"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-04","4660.18","9376"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-05","4660.19","9380"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-06","4660.19","9380"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-07","4660.22","9392"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-08","4660.26","9408"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-09","4660.32","9432"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-10","4660.34","9440"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-11","4660.4","9463"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-12","4660.43","9475"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-13","4660.46","9487"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-14","4660.49","9499"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-15","4660.51","9507"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-16","4660.53","9515"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-17","4660.56","9527"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-18","4660.58","9535"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-19","4660.6","9543"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-20","4660.63","9556"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-21","4660.65","9564"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-22","4660.67","9572"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-23","4660.69","9580"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-24","4660.7","9584"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-25","4660.71","9588"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-26","4660.74","9600"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-27","4660.76","9608"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-28","4660.78","9616"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-29","4660.87","9652"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-30","4660.91","9668"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-31","4660.94","9680"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-01","4660.96","9688"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-02","4660.99","9700"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-03","4661.02","9712"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-04","4661.05","9724"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-05","4661.1","9745"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-06","4661.15","9765"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-07","4661.2","9785"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-08","4661.4","9866"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-09","4661.73","10000"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-10","4661.91","10073"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-11","4662.02","10118"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-12","4662.18","10184"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-13","4662.49","10311"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-14","4662.74","10415"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-15","4663.09","10560"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-16","4663.34","10664"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-17","4663.5","10731"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-18","4663.64","10790"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-19","4663.75","10836"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-20","4663.46","10715"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-21","4663.55","10752"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-22","4663.65","10794"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-23","4663.75","10836"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-24","4663.88","10891"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-25","4664.04","10959"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-26","4664.24","11043"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-27","4664.4","11111"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-28","4664.13","10997"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-01","4664.27","11056"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-02","4664.24","11043"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-03","4664.02","10950"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-04","4664.08","10975"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-05","4663.97","10929"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-06","4663.81","10862"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-07","4663.69","10811"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-08","4663.46","10715"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-09","4663.28","10639"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-10","4663.12","10573"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-11","4663.01","10527"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-12","4662.92","10489"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-13","4662.88","10473"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-14","4662.87","10469"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-15","4662.98","10514"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-16","4663.07","10552"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-17","4663.16","10591"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-18","4663.26","10630"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-19","4663.35","10670"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-20","4663.45","10709"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-21","4663.54","10749"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-22","4663.64","10788"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-23","4663.73","10828"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-24","4663.93","10912"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-25","4664.14","11001"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-26","4664.42","11120"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-27","4664.71","11243"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-28","4664.92","11333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-29","4665.11","11414"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-30","4665.41","11544"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-31","4665.73","11682"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-01","4666.11","11847"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-02","4666.44","11991"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-03","4666.71","12110"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-04","4666.98","12229"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-05","4667.25","12348"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-06","4667.51","12464"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-07","4667.78","12584"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-08","4668.07","12713"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-09","4668.41","12866"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-10","4668.77","13028"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-11","4669.14","13194"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-12","4669.53","13371"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-13","4669.88","13530"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-14","4670.19","13671"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-15","4670.47","13798"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-16","4670.75","13926"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-17","4671.02","14050"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-18","4671.32","14187"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-19","4671.64","14335"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-20","4671.93","14468"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-21","4672.16","14575"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-22","4672.16","14575"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-23","4672.25","14616"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-24","4672.26","14621"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-25","4672.27","14626"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-26","4672.43","14700"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-27","4672.42","14695"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-28","4672.34","14658"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-29","4672.2","14593"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-04-30","4672.1","14547"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-05-01","4672.01","14505"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-05-02","4671.98","14491"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-05-03","4672.16","14575"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-05-04","4672.41","14690"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-05-05","4672.62","14788"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-05-06","4672.58","14769"
